caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
2301563,2301563_4,disqualified,,,,,,,,,,,
2302541,2302541_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2303465,2303465_4,qualified,no,,,,,,,,,,
2304511,2304511_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2305481,2305481_4,qualified,no,,,,,,,,,,
2306401,2306401_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2307264,2307264_4,disqualified,,,,,,,,,,,
2308205,2308205_4,disqualified,,,,,,,,,,,
2309591,2309591_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2310431,2310431_4,qualified,no,,,,,,,,,,
2311205,2311205_4,disqualified,,,,,,,,,,,
2312496,2312496_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
2313395,2313395_4,disqualified,,,,,,,,,,,
2314732,2314732_4,qualified,no,,,,,,,,,,
2315792,2315792_4,disqualified,,,,,,,,,,,
2316703,2316703_4,disqualified,,,,,,,,,,,
2317486,2317486_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2318566,2318566_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
2321421,2321421_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2322215,2322215_4,qualified,no,,,,,,,,,,
2323671,2323671_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
2324415,2324415_4,disqualified,,,,,,,,,,,
2325475,2325475_4,disqualified,,,,,,,,,,,
2327642,2327642_4,disqualified,,,,,,,,,,,
2328561,2328561_4,qualified,no,,,,,,,,,,
2329802,2329802_4,disqualified,,,,,,,,,,,
2330376,2330376_4,disqualified,,,,,,,,,,,
2332535,2332535_4,disqualified,,,,,,,,,,,
2333551,2333551_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2334456,2334456_4,qualified,no,,,,,,,,,,
2335586,2335586_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,no
2336245,2336245_4,disqualified,,,,,,,,,,,
2337554,2337554_4,disqualified,,,,,,,,,,,
2338195,2338195_4,qualified,yes,201305.0,broke up,,,,moderately attractive,,2012.0,May,
2339381,2339381_4,qualified,yes,201304.0,broke up,,,,moderately attractive,,2013.0,April,
2340255,2340255_4,disqualified,,,,,,,,,,,
2342326,2342326_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2343271,2343271_4,qualified,no,,,,,,,,,,
2344281,2344281_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2346453,2346453_4,disqualified,,,,,,,,,,,
2347261,2347261_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2348255,2348255_4,disqualified,,,,,,,,,,,
2349521,2349521_4,qualified,no,,,,,,,,,,
2350195,2350195_4,qualified,no,,,,,,,,,,
2352296,2352296_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2353373,2353373_4,disqualified,,,,,,,,,,,
2354381,2354381_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
2355521,2355521_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
2356606,2356606_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2357772,2357772_4,disqualified,,,,,,,,,,,
2358331,2358331_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,slightly attractive,,,
2359435,2359435_4,disqualified,,,,,,,,,,,
2361411,2361411_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2362215,2362215_4,disqualified,,,,,,,,,,,
2363391,2363391_4,qualified,yes,201311.0,broke up,,,,moderately attractive,,2013.0,March,
2364441,2364441_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2365386,2365386_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2366361,2366361_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
2367561,2367561_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2368446,2368446_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2369221,2369221_4,disqualified,,,,,,,,,,,
2370396,2370396_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,no
2371312,2371312_4,disqualified,,,,,,,,,,,
2372802,2372802_4,disqualified,,,,,,,,,,,
2373376,2373376_4,qualified,no,,,,,,,,,,
2374284,2374284_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2013.0,January,
2375675,2375675_4,disqualified,,,,,,,,,,,
2376421,2376421_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2377541,2377541_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2378225,2378225_4,disqualified,,,,,,,,,,,
2379611,2379611_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2380466,2380466_4,qualified,no,,,,,,,,,,
2381381,2381381_4,qualified,yes,201303.0,still together,,,5.0,very attractive,moderately attractive,,,
2382301,2382301_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2383235,2383235_4,disqualified,,,,,,,,,,,
2386565,2386565_4,disqualified,,,,,,,,,,,
2387473,2387473_4,disqualified,,,,,,,,,,,
2388281,2388281_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2389501,2389501_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,slightly attractive,,,
2390491,2390491_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
2391402,2391402_4,disqualified,,,,,,,,,,,
2392722,2392722_4,disqualified,,,,,,,,,,,
2393341,2393341_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2394813,2394813_4,disqualified,,,,,,,,,,,
2395381,2395381_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2396475,2396475_4,disqualified,,,,,,,,,,,
2397281,2397281_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
2398492,2398492_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
2401544,2401544_4,qualified,no,,,,,,,,,,
2402351,2402351_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
2403491,2403491_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2404445,2404445_4,disqualified,,,,,,,,,,,
2405331,2405331_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2406541,2406541_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2408506,2408506_4,qualified,no,,,,,,,,,,
2409671,2409671_4,qualified,no,,,,,,,,,,
2411356,2411356_4,disqualified,,,,,,,,,,,
2412491,2412491_4,qualified,yes,201310.0,still together,,,5.0,very attractive,very attractive,,,
2413411,2413411_4,qualified,no,,,,,,,,,,
2414511,2414511_4,qualified,no,,,,,,,,,,
2416571,2416571_4,qualified,yes,201304.0,still together,,,,,,,,
2418245,2418245_4,disqualified,,,,,,,,,,,
2419605,2419605_4,disqualified,,,,,,,,,,,
2420475,2420475_4,disqualified,,,,,,,,,,,
2421673,2421673_4,disqualified,,,,,,,,,,,
2422533,2422533_4,disqualified,,,,,,,,,,,
2423613,2423613_4,disqualified,,,,,,,,,,,
2425596,2425596_4,qualified,no,,,,,,,,,,
2427431,2427431_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2428344,2428344_4,disqualified,,,,,,,,,,,
2429371,2429371_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
2430446,2430446_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,no
2431491,2431491_4,qualified,no,,,,,,,,,,
2432195,2432195_4,disqualified,,,,,,,,,,,
2433651,2433651_4,qualified,no,,,,,,,,,,
2434421,2434421_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2435561,2435561_4,qualified,no,,,,,,,,,,
2436532,2436532_4,disqualified,,,,,,,,,,,
2437651,2437651_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,very attractive,,,
2438411,2438411_4,qualified,no,,,,,,,,,,
2439205,2439205_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,,
2440651,2440651_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2441515,2441515_4,disqualified,,,,,,,,,,,
2442581,2442581_4,qualified,no,,,,,,,,,,
2443653,2443653_4,disqualified,,,,,,,,,,,
2445575,2445575_4,disqualified,,,,,,,,,,,
2448445,2448445_4,disqualified,,,,,,,,,,,
2449225,2449225_4,qualified,yes,201303.0,broke up,,,,very attractive,,2012.0,August,
2451281,2451281_4,qualified,no,,,,,,,,,,
2453455,2453455_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,very attractive,,,
2457561,2457561_4,qualified,no,,,,,,,,,,
2459583,2459583_4,disqualified,,,,,,,,,,,
2460536,2460536_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2461521,2461521_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2462533,2462533_4,qualified,no,,,,,,,,,,
2463495,2463495_4,disqualified,,,,,,,,,,,
2464481,2464481_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2465606,2465606_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,no
2466445,2466445_4,qualified,no,,,,,,,,,,
2468481,2468481_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2469285,2469285_4,disqualified,,,,,,,,,,,
2470335,2470335_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2471586,2471586_4,qualified,no,,,,,,,,,,
2472495,2472495_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2473591,2473591_4,qualified,no,,,,,,,,,,
2475455,2475455_4,disqualified,,,,,,,,,,,
2476633,2476633_4,disqualified,,,,,,,,,,,
2477722,2477722_4,disqualified,,,,,,,,,,,
2478401,2478401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2479313,2479313_4,qualified,no,,,,,,,,,,
2480586,2480586_4,qualified,no,,,,,,,,,,
2482586,2482586_4,qualified,no,,,,,,,,,,
2483563,2483563_4,qualified,no,,,,,,,,,,
2484525,2484525_4,disqualified,,,,,,,,,,,
2485465,2485465_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,slightly attractive,,,no
2486245,2486245_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
2487583,2487583_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
2488453,2488453_4,qualified,yes,201305.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2489561,2489561_4,qualified,no,,,,,,,,,,
2490501,2490501_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2491261,2491261_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2492401,2492401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2494291,2494291_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2496271,2496271_4,qualified,no,,,,,,,,,,
2497286,2497286_4,disqualified,,,,,,,,,,,
2499671,2499671_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2500281,2500281_4,qualified,no,,,,,,,,,,
2501285,2501285_4,qualified,no,,,,,,,,,,
2502671,2502671_4,qualified,no,,,,,,,,,,
2503411,2503411_4,qualified,no,,,,,,,,,,
2504476,2504476_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
2505436,2505436_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2506506,2506506_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2507563,2507563_4,qualified,no,,,,,,,,,,
2508414,2508414_4,disqualified,,,,,,,,,,,
2509465,2509465_4,disqualified,,,,,,,,,,,
2510361,2510361_4,qualified,no,,,,,,,,,,
2511465,2511465_4,disqualified,,,,,,,,,,,
2512476,2512476_4,qualified,no,,,,,,,,,,
2514683,2514683_4,qualified,no,,,,,,,,,,
2515245,2515245_4,disqualified,,,,,,,,,,,
2516782,2516782_4,disqualified,,,,,,,,,,,
2517611,2517611_4,qualified,no,,,,,,,,,,
2518321,2518321_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2519493,2519493_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,no
2520291,2520291_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2522543,2522543_4,disqualified,,,,,,,,,,,
2523563,2523563_4,disqualified,,,,,,,,,,,
2524351,2524351_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
2526551,2526551_4,qualified,no,,,,,,,,,,
2527611,2527611_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2528285,2528285_4,disqualified,,,,,,,,,,,
2529781,2529781_4,qualified,no,,,,,,,,,,
2530373,2530373_4,qualified,no,,,,,,,,,,
2531453,2531453_4,disqualified,,,,,,,,,,,
2532553,2532553_4,qualified,no,,,,,,,,,,
2533411,2533411_4,qualified,no,,,,,,,,,,
2534481,2534481_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2536634,2536634_4,qualified,no,,,,,,,,,,
2538381,2538381_4,disqualified,,,,,,,,,,,
2539331,2539331_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2540902,2540902_4,disqualified,,,,,,,,,,,
2541912,2541912_4,disqualified,,,,,,,,,,,
2542495,2542495_4,qualified,yes,201303.0,broke up,,,,very attractive,,2012.0,October,
2543495,2543495_4,disqualified,,,,,,,,,,,
2544491,2544491_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2545585,2545585_4,disqualified,,,,,,,,,,,
2546593,2546593_4,disqualified,,,,,,,,,,,
2547395,2547395_4,disqualified,,,,,,,,,,,
2548661,2548661_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2549605,2549605_4,disqualified,,,,,,,,,,,
2550291,2550291_4,qualified,no,,,,,,,,,,
2552543,2552543_4,disqualified,,,,,,,,,,,
2554441,2554441_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
2555255,2555255_4,qualified,yes,201303.0,still together,2011.0,June,5.0,slightly attractive,moderately attractive,,,yes
2556515,2556515_4,disqualified,,,,,,,,,,,
2557351,2557351_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2558261,2558261_4,qualified,no,,,,,,,,,,
2559361,2559361_4,qualified,no,,,,,,,,,,
2560812,2560812_4,disqualified,,,,,,,,,,,
2561493,2561493_4,qualified,no,,,,,,,,,,
2562645,2562645_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2563225,2563225_4,disqualified,,,,,,,,,,,
2564501,2564501_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2565561,2565561_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2566692,2566692_4,qualified,no,,,,,,,,,,
2567461,2567461_4,qualified,yes,201304.0,still together,,,1.0,moderately attractive,moderately attractive,,,
2568441,2568441_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
2569551,2569551_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2570381,2570381_4,qualified,no,,,,,,,,,,
2571245,2571245_4,disqualified,,,,,,,,,,,
2572435,2572435_4,disqualified,,,,,,,,,,,
2573485,2573485_4,disqualified,,,,,,,,,,,
2574515,2574515_4,disqualified,,,,,,,,,,,
2575643,2575643_4,disqualified,,,,,,,,,,,
2576465,2576465_4,disqualified,,,,,,,,,,,
2577576,2577576_4,qualified,no,,,,,,,,,,
2578613,2578613_4,disqualified,,,,,,,,,,,
2579435,2579435_4,disqualified,,,,,,,,,,,
2581443,2581443_4,disqualified,,,,,,,,,,,
2582441,2582441_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2583291,2583291_4,qualified,no,,,,,,,,,,
2585571,2585571_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2586593,2586593_4,disqualified,,,,,,,,,,,
2587515,2587515_4,disqualified,,,,,,,,,,,
2588496,2588496_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2589535,2589535_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2590683,2590683_4,disqualified,,,,,,,,,,,
2591556,2591556_4,disqualified,,,,,,,,,,,
2593555,2593555_4,disqualified,,,,,,,,,,,
2594431,2594431_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,August,
2595533,2595533_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2596391,2596391_4,qualified,no,,,,,,,,,,
2597631,2597631_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2598385,2598385_4,disqualified,,,,,,,,,,,
2599575,2599575_4,disqualified,,,,,,,,,,,
2600415,2600415_4,disqualified,,,,,,,,,,,
2602436,2602436_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,June,
2603411,2603411_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2604475,2604475_4,disqualified,,,,,,,,,,,
2605456,2605456_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2606331,2606331_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
2607495,2607495_4,qualified,no,,,,,,,,,,
2608691,2608691_4,qualified,no,,,,,,,,,,
2609225,2609225_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2610465,2610465_4,disqualified,,,,,,,,,,,
2611571,2611571_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
2613456,2613456_4,qualified,no,,,,,,,,,,
2614361,2614361_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
2615546,2615546_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
2616381,2616381_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2617245,2617245_4,qualified,no,,,,,,,,,,
2618441,2618441_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
2619511,2619511_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2620791,2620791_4,qualified,yes,201311.0,still together,,,5.0,slightly attractive,very attractive,,,
2621593,2621593_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2622321,2622321_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2624575,2624575_4,disqualified,,,,,,,,,,,
2625586,2625586_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2628565,2628565_4,disqualified,,,,,,,,,,,
2629351,2629351_4,qualified,no,,,,,,,,,,
2630582,2630582_4,disqualified,,,,,,,,,,,
2631603,2631603_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
2632351,2632351_4,qualified,no,,,,,,,,,,
2633215,2633215_4,disqualified,,,,,,,,,,,
2634401,2634401_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
2635305,2635305_4,qualified,no,,,,,,,,,,
2636625,2636625_4,disqualified,,,,,,,,,,,
2637661,2637661_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2638581,2638581_4,disqualified,,,,,,,,,,,
2639255,2639255_4,disqualified,,,,,,,,,,,
2640441,2640441_4,qualified,no,,,,,,,,,,
2641401,2641401_4,qualified,no,,,,,,,,,,
2642411,2642411_4,qualified,no,,,,,,,,,,
2643741,2643741_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2644693,2644693_4,disqualified,,,,,,,,,,,
2645415,2645415_4,disqualified,,,,,,,,,,,
2646385,2646385_4,disqualified,,,,,,,,,,,
2648596,2648596_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2649375,2649375_4,qualified,no,,,,,,,,,,
2650431,2650431_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,
2651661,2651661_4,qualified,no,,,,,,,,,,
2652493,2652493_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2654745,2654745_4,qualified,no,,,,,,,,,,
2655275,2655275_4,qualified,no,,,,,,,,,,
2656616,2656616_4,qualified,no,,,,,,,,,,
2657451,2657451_4,qualified,no,,,,,,,,,,
2658662,2658662_4,disqualified,,,,,,,,,,,
2660401,2660401_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,very attractive,,,
2662482,2662482_4,disqualified,,,,,,,,,,,
2664241,2664241_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2666271,2666271_4,qualified,no,,,,,,,,,,
2667431,2667431_4,qualified,no,,,,,,,,,,
2668501,2668501_4,qualified,no,,,,,,,,,,
2670301,2670301_4,qualified,no,,,,,,,,,,
2671845,2671845_4,disqualified,,,,,,,,,,,
2672556,2672556_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
2673591,2673591_4,qualified,no,,,,,,,,,,
2674225,2674225_4,disqualified,,,,,,,,,,,
2676722,2676722_4,disqualified,,,,,,,,,,,
2677431,2677431_4,qualified,no,,,,,,,,,,
2678485,2678485_4,qualified,no,,,,,,,,,,
2679701,2679701_4,qualified,yes,201303.0,still together,,,5.0,very attractive,moderately attractive,,,
2680453,2680453_4,disqualified,,,,,,,,,,,
2681396,2681396_4,qualified,no,,,,,,,,,,
2682456,2682456_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2683531,2683531_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,slightly attractive,,,
2684336,2684336_4,qualified,yes,201303.0,still together,2011.0,June,5.0,very attractive,very attractive,,,yes
2686633,2686633_4,qualified,no,,,,,,,,,,
2687386,2687386_4,disqualified,,,,,,,,,,,
2688461,2688461_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2689465,2689465_4,disqualified,,,,,,,,,,,
2690361,2690361_4,qualified,no,,,,,,,,,,
2691566,2691566_4,disqualified,,,,,,,,,,,
2692511,2692511_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2694255,2694255_4,disqualified,,,,,,,,,,,
2695451,2695451_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
2697631,2697631_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2698556,2698556_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,no
2699215,2699215_4,disqualified,,,,,,,,,,,
2700391,2700391_4,qualified,no,,,,,,,,,,
2702381,2702381_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2703281,2703281_4,qualified,no,,,,,,,,,,
2704721,2704721_4,qualified,no,,,,,,,,,,
2705406,2705406_4,disqualified,,,,,,,,,,,
2706493,2706493_4,disqualified,,,,,,,,,,,
2707494,2707494_4,qualified,no,,,,,,,,,,
2708543,2708543_4,disqualified,,,,,,,,,,,
2709552,2709552_4,disqualified,,,,,,,,,,,
2710455,2710455_4,qualified,no,,,,,,,,,,
2711361,2711361_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
2712505,2712505_4,qualified,no,,,,,,,,,,
2713461,2713461_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2714781,2714781_4,qualified,yes,201311.0,partner passed away,,,,,,,,
2715515,2715515_4,disqualified,,,,,,,,,,,
2716696,2716696_4,disqualified,,,,,,,,,,,
2717481,2717481_4,disqualified,,,,,,,,,,,
2719291,2719291_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
2722205,2722205_4,qualified,yes,201304.0,broke up,,,,very attractive,,2009.0,,
2723611,2723611_4,qualified,no,,,,,,,,,,
2724356,2724356_4,qualified,no,,,,,,,,,,
2725295,2725295_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,slightly attractive,,,no
2726401,2726401_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2727255,2727255_4,disqualified,,,,,,,,,,,
2729365,2729365_4,qualified,no,,,,,,,,,,
2730501,2730501_4,qualified,no,,,,,,,,,,
2731205,2731205_4,disqualified,,,,,,,,,,,
2732375,2732375_4,disqualified,,,,,,,,,,,
2733643,2733643_4,qualified,no,,,,,,,,,,
2734782,2734782_4,disqualified,,,,,,,,,,,
2735421,2735421_4,qualified,no,,,,,,,,,,
2736284,2736284_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2737331,2737331_4,qualified,no,,,,,,,,,,
2739513,2739513_4,disqualified,,,,,,,,,,,
2740543,2740543_4,disqualified,,,,,,,,,,,
2741471,2741471_4,qualified,no,,,,,,,,,,
2743486,2743486_4,disqualified,,,,,,,,,,,
2744281,2744281_4,qualified,no,,,,,,,,,,
2745305,2745305_4,qualified,no,,,,,,,,,,
2746506,2746506_4,disqualified,,,,,,,,,,,
2747491,2747491_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,slightly attractive,,,
2748632,2748632_4,disqualified,,,,,,,,,,,
2749481,2749481_4,qualified,no,,,,,,,,,,
2751461,2751461_4,qualified,no,,,,,,,,,,
2753551,2753551_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2754692,2754692_4,disqualified,,,,,,,,,,,
2755483,2755483_4,disqualified,,,,,,,,,,,
2756231,2756231_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2757531,2757531_4,qualified,no,,,,,,,,,,
2758456,2758456_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2759424,2759424_4,qualified,no,,,,,,,,,,
2760553,2760553_4,disqualified,,,,,,,,,,,
2762355,2762355_4,qualified,no,,,,,,,,,,
2763486,2763486_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,no
2764561,2764561_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
2765291,2765291_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2766495,2766495_4,qualified,no,,,,,,,,,,
2767503,2767503_4,disqualified,,,,,,,,,,,
2768761,2768761_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2769621,2769621_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2771331,2771331_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2772385,2772385_4,disqualified,,,,,,,,,,,
2773391,2773391_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
2775495,2775495_4,qualified,no,,,,,,,,,,
2776351,2776351_4,qualified,yes,201304.0,still together,,,3.0,moderately attractive,moderately attractive,,,
2777215,2777215_4,qualified,yes,201303.0,still together,2012.0,March,4.0,slightly attractive,moderately attractive,,,yes
