,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
168,271623,partnered,not married,0.0,10.0,6 to 10,same-sex couple,0.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
169,272616,partnered,not married,0.0,6.0,6 to 10,same-sex couple,4.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,14.0,18.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
170,273431,partnered,married,1.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_online,15.0,20.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
171,273651,partnered,married,0.0,5.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,31.0,34.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
172,274536,partnered,not married,0.0,0.0,0 to 3,same-sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,24.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
173,275653,partnered,not married,0.0,6.0,6 to 10,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_church,45.0,46.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,partner deceased,,,
174,277391,partnered,married,0.0,4.0,4 to 5,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,16.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
175,278413,partnered,not married,0.0,1.0,0 to 3,same-sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,met_social,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
176,279534,partnered,married,0.0,3.0,0 to 3,different sex couple,2.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,12.0,14.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
177,282691,partnered,married,0.0,2.0,0 to 3,different sex couple,8.0,>6,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,43.0,47.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
178,283386,partnered,married,0.0,7.0,6 to 10,same-sex couple,7.0,>6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,4.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,broke up
179,284426,partnered,not married,1.0,11.0,11 to 20,same-sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,1.5,1.5,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
180,285261,partnered,married,1.0,16.0,11 to 20,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,5.0,5.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
181,286556,partnered,not married,0.0,6.0,6 to 10,same-sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,14.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
182,287496,partnered,not married,0.0,7.0,6 to 10,different sex couple,0.0,0 to 2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,2.5,5.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
183,288666,partnered,married,0.0,7.0,6 to 10,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,met_party,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
184,289486,partnered,not married,1.0,1.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,13.0,14.0,0,fair,qualified,no,,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
185,290531,partnered,married,4.0,3.0,0 to 3,different sex couple,7.0,>6,approve,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,23.0,26.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
186,291286,partnered,not married,0.0,3.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,5.0,7.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
187,293336,partnered,not married,3.0,11.0,11 to 20,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_as_neighbors,14.0,16.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
188,295531,partnered,married,0.0,,,different sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_church,30.0,33.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
189,296851,partnered,married,0.0,13.0,11 to 20,different sex couple,0.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,50.0,55.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
190,297285,partnered,not married,0.0,5.0,4 to 5,same-sex couple,0.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,1.5,1.5,0,very poor,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
191,298551,partnered,married,0.0,0.0,0 to 3,different sex couple,8.0,>6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,met_f_and_f,37.0,41.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
192,301251,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,7.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
193,303195,partnered,not married,0.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,2.5,5.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
194,304561,partnered,married,0.0,23.0,>=20,different sex couple,3.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,12.0,17.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
195,305321,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,12.0,13.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
196,306336,partnered,married,0.0,8.0,6 to 10,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_party,11.0,12.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
197,307423,partnered,not married,6.0,9.0,6 to 10,different sex couple,1.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,0.75,0.75,0,excellent,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
198,307461,partnered,married,0.0,2.0,0 to 3,different sex couple,7.0,>6,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_school,31.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
199,309276,partnered,not married,0.0,8.0,6 to 10,different sex couple,3.0,3 to 4,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,2.5,3.5,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
200,311251,partnered,married,0.0,0.0,0 to 3,different sex couple,2.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,2.5,2.5,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
201,312373,partnered,not married,0.0,6.0,6 to 10,same-sex couple,0.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_online,1.5,1.5,0,good,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
202,314341,partnered,married,2.0,8.0,6 to 10,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,12.0,12.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
203,320631,partnered,married,0.0,4.0,4 to 5,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,31.0,36.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
204,321421,partnered,married,0.0,2.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,met_at_school,22.0,24.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
205,322421,partnered,married,1.0,0.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,met_social,16.0,21.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
206,323481,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,26.0,29.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
207,326341,partnered,married,1.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,14.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
208,328341,partnered,married,2.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,9.0,10.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
209,329551,partnered,married,0.0,4.0,4 to 5,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,26.0,29.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
210,330496,partnered,not married,0.0,3.0,0 to 3,same-sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_as_neighbors,30.0,33.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
211,331691,partnered,married,0.0,0.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,50.0,52.0,1,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,partner passed away,disqualified,,,,,
212,332401,partnered,married,2.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_social,20.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
213,333541,partnered,married,0.0,10.0,6 to 10,same-sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,met_social,8.0,9.0,0,good,qualified,yes,still together,qualified,yes,partner deceased,disqualified,,,disqualified,,,,,
214,335326,partnered,not married,2.0,6.0,6 to 10,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,1.5,2.5,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
215,336205,partnered,not married,0.0,0.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,6.0,6.0,0,excellent,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
216,337581,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,38.0,41.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
217,338546,partnered,not married,0.0,6.0,6 to 10,same-sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,34.0,37.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
218,341391,partnered,married,3.0,0.0,0 to 3,different sex couple,3.0,3 to 4,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,4.0,5.0,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
219,342596,partnered,not married,0.0,8.0,6 to 10,same-sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,19.0,24.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
220,343421,partnered,married,0.0,1.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,26.0,30.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
221,344396,partnered,not married,0.0,2.0,0 to 3,same-sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,9.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
222,345491,partnered,married,1.0,4.0,4 to 5,different sex couple,9.5,>6,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,met_at_work,10.0,12.0,0,poor,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
223,346371,partnered,married,2.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,19.0,20.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
224,347716,partnered,not married,0.0,27.0,>=20,same-sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,met_social,17.0,20.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
225,348456,partnered,not married,1.0,1.0,0 to 3,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,met_as_neighbors,5.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up
226,350771,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,56.0,56.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
227,351405,partnered,not married,0.0,17.0,11 to 20,different sex couple,3.0,3 to 4,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
228,352336,partnered,married,0.0,1.0,0 to 3,same-sex couple,3.0,3 to 4,don't approve or don't know,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,15.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
229,353285,partnered,married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,11.0,14.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
230,354331,partnered,married,1.0,5.0,4 to 5,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,8.0,11.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
231,355771,partnered,married,0.0,2.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_at_school,60.0,62.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
232,358321,partnered,married,0.0,19.0,11 to 20,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
233,359511,partnered,married,0.0,8.0,6 to 10,different sex couple,3.0,3 to 4,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,6.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
234,360291,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_school,9.0,11.0,0,,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
235,361593,partnered,not married,0.0,19.0,11 to 20,same-sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,met_party,8.0,12.0,1,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,partner passed away
236,362491,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_school,34.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
237,363761,partnered,married,0.0,5.0,4 to 5,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,61.0,64.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
238,364365,partnered,not married,0.0,1.0,0 to 3,same-sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,4.0,6.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
239,367471,partnered,married,0.0,8.0,6 to 10,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,28.0,33.0,0,very poor,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
240,368611,partnered,married,0.0,4.0,4 to 5,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,46.0,51.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
241,370713,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,43.0,43.0,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
242,371551,partnered,married,1.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,33.0,35.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
243,374391,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,11.0,13.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
244,375351,partnered,married,3.0,3.0,0 to 3,different sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,14.0,14.0,0,very poor,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
245,375486,partnered,not married,0.0,10.0,6 to 10,same-sex couple,2.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
246,378221,partnered,married,0.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
247,379781,partnered,married,0.0,8.0,6 to 10,different sex couple,2.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,5.0,5.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
248,380351,partnered,married,5.0,14.0,11 to 20,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,met_at_work,15.0,15.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
249,381295,partnered,married,0.0,12.0,11 to 20,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,4.0,6.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
250,383281,partnered,married,2.0,1.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,9.0,12.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
251,385491,partnered,married,2.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_school,23.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
252,386546,partnered,not married,3.0,0.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,11.0,14.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
253,388731,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,54.0,59.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
254,389541,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_party,28.0,33.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
255,390431,partnered,married,3.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_work,8.0,10.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,still together,,,
256,392315,partnered,married,0.0,6.0,6 to 10,different sex couple,7.5,>6,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,0.45,0.45,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
