caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
1103641,married,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1104541,married,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1115241,married,32,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,6,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,3,0,2,Working - self-employed,"was married, remained married"
1134571,married,66,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1145473,unmarried partners,56,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,2,A building with 2 or more apartments,"$75,000 to $84,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,unmarried still together
1149591,married,67,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1152556,married,63,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1153741,married,82,75+,60+,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1155496,married,57,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$100,000 to $124,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1166341,married,43,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
1179591,married,67,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
1187235,married,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,1,0,1,0,2,Working - as a paid employee,"was married, remained married"
1188821,married,91,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$10,000 to $12,499",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1189486,unmarried partners,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
1210536,married,61,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1214546,married,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,2,A mobile home,"$30,000 to $34,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1216365,unmarried partners,45,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,4,A building with 2 or more apartments,"$20,000 to $24,999",Living with partner,Non-Metro,South,East-South Central,Rented for cash,0,1,0,1,2,Working - as a paid employee,unmarried still together
1223621,married,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,"was married, remained married"
1226651,married,73,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1233501,married,58,55-64,45-59,11th grade,Less than high school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1252476,married,56,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,Hispanic,Male,Yes,2,A building with 2 or more apartments,"$175,000 to $199,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1253471,married,55,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
1257371,married,45,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
1262421,married,50,45-54,45-59,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Female,No,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,1,2,Not working - other,"was married, remained married"
1270636,married,67,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1273236,married,32,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1278541,married,62,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,was married but no longer married
1280305,married,38,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,West-South Central,Rented for cash,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
1283621,married,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1286415,unmarried partners,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$250,000 or more",Living with partner,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
1289291,married,37,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,10,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,2,4,1,3,Not working - other,"was married, remained married"
1290401,married,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$250,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
1301626,married,70,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1306381,married,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
1316391,married,48,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,1,0,2,Not working - looking for work,"was married, remained married"
1327693,unmarried partners,77,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
1328713,married,57,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,3,Working - self-employed,"was married, remained married"
1329235,married,31,25-34,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,"was married, remained married"
1335363,unmarried partners,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A one-family house attached to one or more houses,"$75,000 to $84,999",Divorced,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,unmarried still together
1340556,unmarried partners,64,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,was unmarried but got married
1341511,married,64,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
1352771,married,85,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - retired,"was married, remained married"
1354291,married,38,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
1369721,married,80,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1372391,married,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,5,A one-family house attached to one or more houses,"Less than $5,000",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,1,4,Working - as a paid employee,"was married, remained married"
1383671,married,76,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"Less than $5,000",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - other,"was married, remained married"
1384431,married,51,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
1403571,married,66,65-74,60+,"Some college, no degree",Some college,Hispanic,Male,Yes,3,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1408531,married,62,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1409551,married,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1411661,married,75,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1421401,married,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,"was married, remained married"
1422621,married,70,65-74,60+,Associate degree,Some college,"2+ Races, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1425271,married,35,35-44,30-44,Masters degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,"was married, remained married"
1426355,married,43,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,Yes,4,A building with 2 or more apartments,"$30,000 to $34,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,1,0,3,Not working - disabled,"was married, remained married"
1434421,married,50,45-54,45-59,Associate degree,Some college,"Black, Non-Hispanic",Male,No,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,4,Not working - disabled,was married but no longer married
1445491,married,57,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,South,West-South Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,was married but no longer married
1446561,married,65,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1451501,married,59,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
1456556,married,63,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A building with 2 or more apartments,"$25,000 to $29,999",Married,Metro,West,Pacific,Occupied without payment of cash rent,0,0,0,0,2,Working - self-employed,"was married, remained married"
1464431,married,51,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1468606,unmarried partners,68,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$50,000 to $59,999",Living with partner,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,unmarried still together
1469225,unmarried partners,30,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,unmarried still together
1472491,married,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,"was married, remained married"
1473421,married,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,"was married, remained married"
1474566,married,64,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1477205,married,28,25-34,18-29,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,"was married, remained married"
1478566,married,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1480621,married,70,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - retired,"was married, remained married"
1482336,married,41,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house attached to one or more houses,"$50,000 to $59,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
1492642,unmarried partners,73,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$50,000 to $59,999",Widowed,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
1493501,married,58,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,0,0,0,3,Working - as a paid employee,"was married, remained married"
1494381,married,46,45-54,45-59,Associate degree,Some college,"Black, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
1498471,married,58,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1511571,married,66,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,6,A mobile home,"$35,000 to $39,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,4,Not working - retired,was married but no longer married
1514561,married,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - retired,"was married, remained married"
1516441,married,52,45-54,45-59,10th grade,Less than high school,Hispanic,Female,Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,2,3,Working - as a paid employee,"was married, remained married"
1521461,married,54,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,0,0,3,Working - as a paid employee,"was married, remained married"
1523526,unmarried partners,61,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
1525665,unmarried partners,75,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$200,000 to $249,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
1530311,married,40,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,6,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,1,2,1,2,Working - as a paid employee,"was married, remained married"
1537541,married,62,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1538731,married,81,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$30,000 to $34,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1546505,unmarried partners,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$175,000 to $199,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,unmarried still together
1549701,married,78,75+,60+,9th grade,Less than high school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,South,East-South Central,Rented for cash,0,0,0,0,2,Not working - retired,"was married, remained married"
1554466,unmarried partners,53,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,was unmarried but got married
1559571,married,65,65-74,60+,12th grade NO DIPLOMA,Less than high school,Hispanic,Male,Yes,2,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,Northeast,New England,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1567444,unmarried partners,53,45-54,45-59,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$5,000 to $7,499",Separated,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,"was unmarried, broke up"
1573641,married,72,65-74,60+,7th or 8th grade,Less than high school,"Other, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1577546,unmarried partners,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$75,000 to $84,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
1580691,married,78,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
1582653,unmarried partners,74,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
1588416,unmarried partners,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,1,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Non-Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,unmarried still together
1599291,married,38,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,Yes,7,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,3,2,0,2,Working - as a paid employee,"was married, remained married"
1601511,married,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
1608266,unmarried partners,34,25-34,30-44,9th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$12,500 to $14,999",Living with partner,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - disabled,unmarried still together
1613271,married,51,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,2,0,1,Not working - other,"was married, remained married"
1619401,married,48,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
